fecha,departamento,casos,dp
2020-04-17,Sucre,1.0,70
2020-04-17,La Guajira,1.0,44
2020-04-17,Amazonas,1.0,91
2020-04-17,San Andrés y Providencia,6.0,88
2020-04-17,Chocó,6.0,27
2020-04-17,Casanare,9.0,85
2020-04-17,Córdoba,17.0,23
2020-04-17,Cauca,24.0,19
2020-04-17,Tolima,29.0,73
2020-04-17,Boyacá,32.0,15
2020-04-17,Santander,33.0,68
2020-04-17,Cesar,33.0,20
2020-04-17,Meta,45.0,50
2020-04-17,Nariño,46.0,52
2020-04-17,Caldas,47.0,17
2020-04-17,Quindío,51.0,63
2020-04-17,Norte de Santander,57.0,54
2020-04-17,Huila,62.0,41
2020-04-17,Magdalena,88.0,47
2020-04-17,Atlántico,104.0,8
2020-04-17,Risaralda,113.0,66
2020-04-17,Cundinamarca,165.0,25
2020-04-17,Bolívar,173.0,13
2020-04-17,Antioquia,325.0,5
2020-04-17,Valle del Cauca,597.0,76
2020-04-17,Bogotá D.C.,1372.0,11
2020-04-18,Sucre,1.0,70
2020-04-18,Caquetá,1.0,18
2020-04-18,La Guajira,2.0,44
2020-04-18,Amazonas,4.0,91
2020-04-18,San Andrés y Providencia,6.0,88
2020-04-18,Chocó,8.0,27
2020-04-18,Casanare,9.0,85
2020-04-18,Córdoba,18.0,23
2020-04-18,Cauca,24.0,19
2020-04-18,Tolima,29.0,73
2020-04-18,Boyacá,32.0,15
2020-04-18,Santander,33.0,68
2020-04-18,Cesar,33.0,20
2020-04-18,Meta,46.0,50
2020-04-18,Caldas,47.0,17
2020-04-18,Nariño,47.0,52
2020-04-18,Quindío,53.0,63
2020-04-18,Norte de Santander,59.0,54
2020-04-18,Huila,78.0,41
2020-04-18,Magdalena,88.0,47
2020-04-18,Atlántico,110.0,8
2020-04-18,Risaralda,125.0,66
2020-04-18,Cundinamarca,172.0,25
2020-04-18,Bolívar,183.0,13
2020-04-18,Antioquia,334.0,5
2020-04-18,Valle del Cauca,620.0,76
2020-04-18,Bogotá D.C.,1458.0,11
2020-04-19,Sucre,1.0,70
2020-04-19,La Guajira,2.0,44
2020-04-19,Caquetá,2.0,18
2020-04-19,Amazonas,4.0,91
2020-04-19,San Andrés y Providencia,6.0,88
2020-04-19,Chocó,8.0,27
2020-04-19,Casanare,10.0,85
2020-04-19,Córdoba,20.0,23
2020-04-19,Cauca,24.0,19
2020-04-19,Tolima,31.0,73
2020-04-19,Boyacá,32.0,15
2020-04-19,Santander,33.0,68
2020-04-19,Cesar,33.0,20
2020-04-19,Caldas,47.0,17
2020-04-19,Nariño,47.0,52
2020-04-19,Meta,52.0,50
2020-04-19,Quindío,53.0,63
2020-04-19,Norte de Santander,59.0,54
2020-04-19,Huila,78.0,41
2020-04-19,Magdalena,88.0,47
2020-04-19,Atlántico,112.0,8
2020-04-19,Risaralda,131.0,66
2020-04-19,Cundinamarca,178.0,25
2020-04-19,Bolívar,184.0,13
2020-04-19,Antioquia,352.0,5
2020-04-19,Valle del Cauca,630.0,76
2020-04-19,Bogotá D.C.,1577.0,11
2020-04-20,Sucre,1.0,70
2020-04-20,La Guajira,2.0,44
2020-04-20,Caquetá,2.0,18
2020-04-20,Amazonas,4.0,91
2020-04-20,San Andrés y Providencia,6.0,88
2020-04-20,Chocó,8.0,27
2020-04-20,Casanare,10.0,85
2020-04-20,Córdoba,20.0,23
2020-04-20,Cauca,24.0,19
2020-04-20,Tolima,31.0,73
2020-04-20,Santander,33.0,68
2020-04-20,Boyacá,33.0,15
2020-04-20,Cesar,35.0,20
2020-04-20,Caldas,49.0,17
2020-04-20,Nariño,52.0,52
2020-04-20,Quindío,55.0,63
2020-04-20,Meta,56.0,50
2020-04-20,Norte de Santander,59.0,54
2020-04-20,Huila,79.0,41
2020-04-20,Magdalena,93.0,47
2020-04-20,Atlántico,115.0,8
2020-04-20,Risaralda,131.0,66
2020-04-20,Cundinamarca,185.0,25
2020-04-20,Bolívar,195.0,13
2020-04-20,Antioquia,363.0,5
2020-04-20,Valle del Cauca,679.0,76
2020-04-20,Bogotá D.C.,1656.0,11
2020-04-21,Sucre,1.0,70
2020-04-21,La Guajira,2.0,44
2020-04-21,Caquetá,2.0,18
2020-04-21,San Andrés y Providencia,6.0,88
2020-04-21,Amazonas,6.0,91
2020-04-21,Chocó,9.0,27
2020-04-21,Casanare,10.0,85
2020-04-21,Córdoba,20.0,23
2020-04-21,Cauca,24.0,19
2020-04-21,Boyacá,33.0,15
2020-04-21,Santander,34.0,68
2020-04-21,Tolima,35.0,73
2020-04-21,Cesar,35.0,20
2020-04-21,Caldas,49.0,17
2020-04-21,Quindío,55.0,63
2020-04-21,Meta,59.0,50
2020-04-21,Norte de Santander,59.0,54
2020-04-21,Nariño,62.0,52
2020-04-21,Huila,81.0,41
2020-04-21,Magdalena,110.0,47
2020-04-21,Atlántico,119.0,8
2020-04-21,Risaralda,136.0,66
2020-04-21,Cundinamarca,195.0,25
2020-04-21,Bolívar,199.0,13
2020-04-21,Antioquia,366.0,5
2020-04-21,Valle del Cauca,710.0,76
2020-04-21,Bogotá D.C.,1730.0,11
2020-04-22,Sucre,1.0,70
2020-04-22,La Guajira,2.0,44
2020-04-22,Caquetá,2.0,18
2020-04-22,San Andrés y Providencia,6.0,88
2020-04-22,Amazonas,6.0,91
2020-04-22,Chocó,9.0,27
2020-04-22,Casanare,10.0,85
2020-04-22,Córdoba,21.0,23
2020-04-22,Cauca,25.0,19
2020-04-22,Boyacá,33.0,15
2020-04-22,Cesar,35.0,20
2020-04-22,Santander,36.0,68
2020-04-22,Tolima,39.0,73
2020-04-22,Caldas,49.0,17
2020-04-22,Quindío,55.0,63
2020-04-22,Norte de Santander,60.0,54
2020-04-22,Nariño,62.0,52
2020-04-22,Huila,81.0,41
2020-04-22,Meta,99.0,50
2020-04-22,Magdalena,120.0,47
2020-04-22,Atlántico,122.0,8
2020-04-22,Risaralda,142.0,66
2020-04-22,Cundinamarca,198.0,25
2020-04-22,Bolívar,199.0,13
2020-04-22,Antioquia,378.0,5
2020-04-22,Valle del Cauca,736.0,76
2020-04-22,Bogotá D.C.,1814.0,11
2020-04-23,Sucre,1.0,70
2020-04-23,La Guajira,2.0,44
2020-04-23,Caquetá,2.0,18
2020-04-23,San Andrés y Providencia,6.0,88
2020-04-23,Casanare,10.0,85
2020-04-23,Chocó,10.0,27
2020-04-23,Amazonas,12.0,91
2020-04-23,Córdoba,21.0,23
2020-04-23,Cauca,26.0,19
2020-04-23,Boyacá,33.0,15
2020-04-23,Cesar,35.0,20
2020-04-23,Santander,37.0,68
2020-04-23,Tolima,40.0,73
2020-04-23,Caldas,49.0,17
2020-04-23,Quindío,55.0,63
2020-04-23,Norte de Santander,60.0,54
2020-04-23,Nariño,62.0,52
2020-04-23,Huila,81.0,41
2020-04-23,Atlántico,129.0,8
2020-04-23,Meta,135.0,50
2020-04-23,Magdalena,142.0,47
2020-04-23,Risaralda,146.0,66
2020-04-23,Bolívar,204.0,13
2020-04-23,Cundinamarca,204.0,25
2020-04-23,Antioquia,401.0,5
2020-04-23,Valle del Cauca,770.0,76
2020-04-23,Bogotá D.C.,1861.0,11
2020-04-24,Sucre,1.0,70
2020-04-24,La Guajira,2.0,44
2020-04-24,Caquetá,2.0,18
2020-04-24,San Andrés y Providencia,6.0,88
2020-04-24,Casanare,10.0,85
2020-04-24,Chocó,10.0,27
2020-04-24,Amazonas,14.0,91
2020-04-24,Córdoba,22.0,23
2020-04-24,Cauca,26.0,19
2020-04-24,Boyacá,33.0,15
2020-04-24,Santander,37.0,68
2020-04-24,Tolima,40.0,73
2020-04-24,Cesar,42.0,20
2020-04-24,Caldas,52.0,17
2020-04-24,Quindío,55.0,63
2020-04-24,Norte de Santander,60.0,54
2020-04-24,Nariño,79.0,52
2020-04-24,Huila,82.0,41
2020-04-24,Atlántico,138.0,8
2020-04-24,Magdalena,147.0,47
2020-04-24,Risaralda,148.0,66
2020-04-24,Meta,161.0,50
2020-04-24,Cundinamarca,211.0,25
2020-04-24,Bolívar,220.0,13
2020-04-24,Antioquia,407.0,5
2020-04-24,Valle del Cauca,793.0,76
2020-04-24,Bogotá D.C.,2040.0,11
2020-04-25,Sucre,1.0,70
2020-04-25,Caquetá,2.0,18
2020-04-25,La Guajira,5.0,44
2020-04-25,San Andrés y Providencia,6.0,88
2020-04-25,Casanare,10.0,85
2020-04-25,Chocó,10.0,27
2020-04-25,Córdoba,23.0,23
2020-04-25,Cauca,27.0,19
2020-04-25,Boyacá,33.0,15
2020-04-25,Amazonas,37.0,91
2020-04-25,Santander,38.0,68
2020-04-25,Tolima,41.0,73
2020-04-25,Caldas,52.0,17
2020-04-25,Cesar,53.0,20
2020-04-25,Quindío,55.0,63
2020-04-25,Norte de Santander,60.0,54
2020-04-25,Huila,84.0,41
2020-04-25,Nariño,92.0,52
2020-04-25,Magdalena,152.0,47
2020-04-25,Atlántico,160.0,8
2020-04-25,Risaralda,180.0,66
2020-04-25,Meta,185.0,50
2020-04-25,Cundinamarca,218.0,25
2020-04-25,Bolívar,226.0,13
2020-04-25,Antioquia,409.0,5
2020-04-25,Valle del Cauca,811.0,76
2020-04-25,Bogotá D.C.,2129.0,11
2020-04-26,Sucre,1.0,70
2020-04-26,Caquetá,2.0,18
2020-04-26,La Guajira,5.0,44
2020-04-26,San Andrés y Providencia,6.0,88
2020-04-26,Casanare,10.0,85
2020-04-26,Chocó,11.0,27
2020-04-26,Córdoba,23.0,23
2020-04-26,Cauca,28.0,19
2020-04-26,Boyacá,35.0,15
2020-04-26,Santander,39.0,68
2020-04-26,Amazonas,40.0,91
2020-04-26,Tolima,42.0,73
2020-04-26,Caldas,53.0,17
2020-04-26,Cesar,53.0,20
2020-04-26,Quindío,56.0,63
2020-04-26,Norte de Santander,61.0,54
2020-04-26,Huila,87.0,41
2020-04-26,Nariño,93.0,52
2020-04-26,Magdalena,160.0,47
2020-04-26,Atlántico,180.0,8
2020-04-26,Risaralda,185.0,66
2020-04-26,Cundinamarca,225.0,25
2020-04-26,Meta,231.0,50
2020-04-26,Bolívar,240.0,13
2020-04-26,Antioquia,412.0,5
2020-04-26,Valle del Cauca,837.0,76
2020-04-26,Bogotá D.C.,2221.0,11
2020-04-27,Sucre,1.0,70
2020-04-27,Caquetá,2.0,18
2020-04-27,La Guajira,5.0,44
2020-04-27,San Andrés y Providencia,6.0,88
2020-04-27,Casanare,10.0,85
2020-04-27,Chocó,11.0,27
2020-04-27,Córdoba,23.0,23
2020-04-27,Cauca,32.0,19
2020-04-27,Boyacá,35.0,15
2020-04-27,Santander,39.0,68
2020-04-27,Amazonas,40.0,91
2020-04-27,Caldas,53.0,17
2020-04-27,Cesar,53.0,20
2020-04-27,Tolima,54.0,73
2020-04-27,Quindío,58.0,63
2020-04-27,Norte de Santander,62.0,54
2020-04-27,Huila,92.0,41
2020-04-27,Nariño,96.0,52
2020-04-27,Magdalena,163.0,47
2020-04-27,Risaralda,185.0,66
2020-04-27,Atlántico,222.0,8
2020-04-27,Cundinamarca,231.0,25
2020-04-27,Bolívar,244.0,13
2020-04-27,Meta,247.0,50
2020-04-27,Antioquia,420.0,5
2020-04-27,Valle del Cauca,844.0,76
2020-04-27,Bogotá D.C.,2326.0,11
2020-04-28,Sucre,1.0,70
2020-04-28,La Guajira,5.0,44
2020-04-28,San Andrés y Providencia,6.0,88
2020-04-28,Caquetá,7.0,18
2020-04-28,Chocó,12.0,27
2020-04-28,Casanare,16.0,85
2020-04-28,Córdoba,26.0,23
2020-04-28,Cauca,35.0,19
2020-04-28,Boyacá,37.0,15
2020-04-28,Santander,40.0,68
2020-04-28,Cesar,55.0,20
2020-04-28,Caldas,56.0,17
2020-04-28,Quindío,59.0,63
2020-04-28,Tolima,61.0,73
2020-04-28,Norte de Santander,69.0,54
2020-04-28,Amazonas,77.0,91
2020-04-28,Huila,101.0,41
2020-04-28,Nariño,113.0,52
2020-04-28,Magdalena,166.0,47
2020-04-28,Risaralda,191.0,66
2020-04-28,Cundinamarca,233.0,25
2020-04-28,Atlántico,240.0,8
2020-04-28,Bolívar,257.0,13
2020-04-28,Meta,354.0,50
2020-04-28,Antioquia,423.0,5
2020-04-28,Valle del Cauca,878.0,76
2020-04-28,Bogotá D.C.,2390.0,11
2020-04-29,Sucre,1.0,70
2020-04-29,San Andrés y Providencia,6.0,88
2020-04-29,Caquetá,8.0,18
2020-04-29,La Guajira,9.0,44
2020-04-29,Chocó,13.0,27
2020-04-29,Casanare,18.0,85
2020-04-29,Córdoba,26.0,23
2020-04-29,Cauca,36.0,19
2020-04-29,Boyacá,37.0,15
2020-04-29,Santander,40.0,68
2020-04-29,Cesar,55.0,20
2020-04-29,Caldas,59.0,17
2020-04-29,Quindío,59.0,63
2020-04-29,Tolima,65.0,73
2020-04-29,Norte de Santander,69.0,54
2020-04-29,Huila,104.0,41
2020-04-29,Amazonas,104.0,91
2020-04-29,Nariño,118.0,52
2020-04-29,Magdalena,172.0,47
2020-04-29,Risaralda,193.0,66
2020-04-29,Cundinamarca,238.0,25
2020-04-29,Atlántico,257.0,8
2020-04-29,Bolívar,268.0,13
2020-04-29,Meta,362.0,50
2020-04-29,Antioquia,428.0,5
2020-04-29,Valle del Cauca,901.0,76
2020-04-29,Bogotá D.C.,2523.0,11
2020-04-30,Sucre,1.0,70
2020-04-30,San Andrés y Providencia,6.0,88
2020-04-30,Caquetá,8.0,18
2020-04-30,La Guajira,9.0,44
2020-04-30,Chocó,13.0,27
2020-04-30,Casanare,18.0,85
2020-04-30,Córdoba,26.0,23
2020-04-30,Cauca,36.0,19
2020-04-30,Boyacá,39.0,15
2020-04-30,Santander,40.0,68
2020-04-30,Cesar,55.0,20
2020-04-30,Quindío,59.0,63
2020-04-30,Tolima,67.0,73
2020-04-30,Norte de Santander,69.0,54
2020-04-30,Caldas,69.0,17
2020-04-30,Amazonas,104.0,91
2020-04-30,Nariño,118.0,52
2020-04-30,Huila,120.0,41
2020-04-30,Risaralda,199.0,66
2020-04-30,Magdalena,202.0,47
2020-04-30,Cundinamarca,243.0,25
2020-04-30,Bolívar,294.0,13
2020-04-30,Atlántico,313.0,8
2020-04-30,Meta,371.0,50
2020-04-30,Antioquia,432.0,5
2020-04-30,Valle del Cauca,942.0,76
2020-04-30,Bogotá D.C.,2612.0,11
2020-05-01,Sucre,1.0,70
2020-05-01,San Andrés y Providencia,6.0,88
2020-05-01,La Guajira,9.0,44
2020-05-01,Caquetá,9.0,18
2020-05-01,Chocó,13.0,27
2020-05-01,Casanare,18.0,85
2020-05-01,Córdoba,29.0,23
2020-05-01,Cauca,36.0,19
2020-05-01,Santander,40.0,68
2020-05-01,Boyacá,46.0,15
2020-05-01,Cesar,55.0,20
2020-05-01,Quindío,60.0,63
2020-05-01,Caldas,69.0,17
2020-05-01,Norte de Santander,73.0,54
2020-05-01,Tolima,86.0,73
2020-05-01,Amazonas,105.0,91
2020-05-01,Huila,133.0,41
2020-05-01,Nariño,154.0,52
2020-05-01,Risaralda,203.0,66
2020-05-01,Magdalena,220.0,47
2020-05-01,Cundinamarca,247.0,25
2020-05-01,Bolívar,308.0,13
2020-05-01,Atlántico,367.0,8
2020-05-01,Antioquia,435.0,5
2020-05-01,Meta,474.0,50
2020-05-01,Valle del Cauca,1010.0,76
2020-05-01,Bogotá D.C.,2759.0,11
2020-05-02,Sucre,1.0,70
2020-05-02,San Andrés y Providencia,6.0,88
2020-05-02,La Guajira,9.0,44
2020-05-02,Caquetá,9.0,18
2020-05-02,Chocó,15.0,27
2020-05-02,Casanare,18.0,85
2020-05-02,Córdoba,29.0,23
2020-05-02,Cauca,36.0,19
2020-05-02,Santander,40.0,68
2020-05-02,Boyacá,47.0,15
2020-05-02,Cesar,59.0,20
2020-05-02,Quindío,60.0,63
2020-05-02,Caldas,79.0,17
2020-05-02,Norte de Santander,84.0,54
2020-05-02,Tolima,87.0,73
2020-05-02,Huila,133.0,41
2020-05-02,Amazonas,136.0,91
2020-05-02,Nariño,157.0,52
2020-05-02,Risaralda,208.0,66
2020-05-02,Magdalena,230.0,47
2020-05-02,Cundinamarca,249.0,25
2020-05-02,Bolívar,334.0,13
2020-05-02,Atlántico,418.0,8
2020-05-02,Antioquia,436.0,5
2020-05-02,Meta,478.0,50
2020-05-02,Valle del Cauca,1054.0,76
2020-05-02,Bogotá D.C.,2830.0,11
2020-05-03,Sucre,1.0,70
2020-05-03,San Andrés y Providencia,6.0,88
2020-05-03,Caquetá,9.0,18
2020-05-03,La Guajira,10.0,44
2020-05-03,Chocó,15.0,27
2020-05-03,Casanare,19.0,85
2020-05-03,Córdoba,29.0,23
2020-05-03,Cauca,36.0,19
2020-05-03,Santander,40.0,68
2020-05-03,Boyacá,47.0,15
2020-05-03,Quindío,60.0,63
2020-05-03,Cesar,62.0,20
2020-05-03,Caldas,79.0,17
2020-05-03,Norte de Santander,84.0,54
2020-05-03,Tolima,92.0,73
2020-05-03,Huila,133.0,41
2020-05-03,Amazonas,182.0,91
2020-05-03,Nariño,201.0,52
2020-05-03,Risaralda,211.0,66
2020-05-03,Magdalena,236.0,47
2020-05-03,Cundinamarca,260.0,25
2020-05-03,Bolívar,353.0,13
2020-05-03,Antioquia,443.0,5
2020-05-03,Atlántico,494.0,8
2020-05-03,Meta,564.0,50
2020-05-03,Valle del Cauca,1056.0,76
2020-05-03,Bogotá D.C.,2942.0,11
2020-05-04,Sucre,1.0,70
2020-05-04,San Andrés y Providencia,6.0,88
2020-05-04,Caquetá,9.0,18
2020-05-04,La Guajira,10.0,44
2020-05-04,Casanare,20.0,85
2020-05-04,Chocó,23.0,27
2020-05-04,Córdoba,29.0,23
2020-05-04,Cauca,37.0,19
2020-05-04,Santander,40.0,68
2020-05-04,Boyacá,58.0,15
2020-05-04,Quindío,60.0,63
2020-05-04,Cesar,62.0,20
2020-05-04,Caldas,79.0,17
2020-05-04,Norte de Santander,84.0,54
2020-05-04,Tolima,93.0,73
2020-05-04,Huila,134.0,41
2020-05-04,Nariño,201.0,52
2020-05-04,Risaralda,211.0,66
2020-05-04,Amazonas,229.0,91
2020-05-04,Magdalena,242.0,47
2020-05-04,Cundinamarca,263.0,25
2020-05-04,Bolívar,373.0,13
2020-05-04,Antioquia,448.0,5
2020-05-04,Atlántico,533.0,8
2020-05-04,Meta,564.0,50
2020-05-04,Valle del Cauca,1093.0,76
2020-05-04,Bogotá D.C.,3069.0,11
2020-05-05,Sucre,1.0,70
2020-05-05,San Andrés y Providencia,6.0,88
2020-05-05,La Guajira,14.0,44
2020-05-05,Caquetá,15.0,18
2020-05-05,Casanare,20.0,85
2020-05-05,Chocó,24.0,27
2020-05-05,Córdoba,29.0,23
2020-05-05,Santander,40.0,68
2020-05-05,Cauca,41.0,19
2020-05-05,Boyacá,60.0,15
2020-05-05,Quindío,63.0,63
2020-05-05,Cesar,70.0,20
2020-05-05,Norte de Santander,85.0,54
2020-05-05,Caldas,91.0,17
2020-05-05,Tolima,93.0,73
2020-05-05,Huila,137.0,41
2020-05-05,Risaralda,211.0,66
2020-05-05,Amazonas,230.0,91
2020-05-05,Nariño,247.0,52
2020-05-05,Magdalena,257.0,47
2020-05-05,Cundinamarca,268.0,25
2020-05-05,Bolívar,406.0,13
2020-05-05,Antioquia,451.0,5
2020-05-05,Atlántico,642.0,8
2020-05-05,Meta,718.0,50
2020-05-05,Valle del Cauca,1131.0,76
2020-05-05,Bogotá D.C.,3262.0,11
2020-05-06,Sucre,1.0,70
2020-05-06,San Andrés y Providencia,6.0,88
2020-05-06,La Guajira,14.0,44
2020-05-06,Caquetá,15.0,18
2020-05-06,Casanare,20.0,85
2020-05-06,Chocó,27.0,27
2020-05-06,Córdoba,30.0,23
2020-05-06,Santander,40.0,68
2020-05-06,Cauca,41.0,19
2020-05-06,Boyacá,60.0,15
2020-05-06,Quindío,63.0,63
2020-05-06,Cesar,70.0,20
2020-05-06,Norte de Santander,85.0,54
2020-05-06,Tolima,93.0,73
2020-05-06,Caldas,94.0,17
2020-05-06,Huila,137.0,41
2020-05-06,Risaralda,212.0,66
2020-05-06,Amazonas,230.0,91
2020-05-06,Nariño,253.0,52
2020-05-06,Magdalena,257.0,47
2020-05-06,Cundinamarca,268.0,25
2020-05-06,Bolívar,431.0,13
2020-05-06,Antioquia,456.0,5
2020-05-06,Atlántico,680.0,8
2020-05-06,Meta,741.0,50
2020-05-06,Valle del Cauca,1173.0,76
2020-05-06,Bogotá D.C.,3462.0,11
2020-05-07,Sucre,1.0,70
2020-05-07,San Andrés y Providencia,6.0,88
2020-05-07,La Guajira,14.0,44
2020-05-07,Caquetá,15.0,18
2020-05-07,Casanare,20.0,85
2020-05-07,Chocó,27.0,27
2020-05-07,Córdoba,30.0,23
2020-05-07,Santander,40.0,68
2020-05-07,Cauca,41.0,19
2020-05-07,Boyacá,61.0,15
2020-05-07,Quindío,65.0,63
2020-05-07,Cesar,70.0,20
2020-05-07,Norte de Santander,85.0,54
2020-05-07,Caldas,94.0,17
2020-05-07,Tolima,97.0,73
2020-05-07,Huila,147.0,41
2020-05-07,Risaralda,212.0,66
2020-05-07,Nariño,253.0,52
2020-05-07,Magdalena,258.0,47
2020-05-07,Cundinamarca,275.0,25
2020-05-07,Amazonas,418.0,91
2020-05-07,Bolívar,436.0,13
2020-05-07,Antioquia,460.0,5
2020-05-07,Meta,758.0,50
2020-05-07,Atlántico,761.0,8
2020-05-07,Valle del Cauca,1220.0,76
2020-05-07,Bogotá D.C.,3592.0,11
2020-05-08,Sucre,2.0,70
2020-05-08,San Andrés y Providencia,6.0,88
2020-05-08,La Guajira,15.0,44
2020-05-08,Caquetá,15.0,18
2020-05-08,Casanare,20.0,85
2020-05-08,Chocó,27.0,27
2020-05-08,Córdoba,31.0,23
2020-05-08,Santander,41.0,68
2020-05-08,Cauca,42.0,19
2020-05-08,Boyacá,61.0,15
2020-05-08,Quindío,66.0,63
2020-05-08,Cesar,70.0,20
2020-05-08,Norte de Santander,91.0,54
2020-05-08,Caldas,94.0,17
2020-05-08,Tolima,102.0,73
2020-05-08,Huila,147.0,41
2020-05-08,Risaralda,214.0,66
2020-05-08,Nariño,253.0,52
2020-05-08,Magdalena,264.0,47
2020-05-08,Cundinamarca,279.0,25
2020-05-08,Amazonas,430.0,91
2020-05-08,Antioquia,464.0,5
2020-05-08,Bolívar,537.0,13
2020-05-08,Meta,834.0,50
2020-05-08,Atlántico,869.0,8
2020-05-08,Valle del Cauca,1259.0,76
2020-05-08,Bogotá D.C.,3817.0,11
2020-05-09,Sucre,2.0,70
2020-05-09,San Andrés y Providencia,6.0,88
2020-05-09,La Guajira,15.0,44
2020-05-09,Caquetá,15.0,18
2020-05-09,Casanare,20.0,85
2020-05-09,Chocó,27.0,27
2020-05-09,Córdoba,31.0,23
2020-05-09,Santander,42.0,68
2020-05-09,Cauca,42.0,19
2020-05-09,Boyacá,61.0,15
2020-05-09,Quindío,66.0,63
2020-05-09,Cesar,71.0,20
2020-05-09,Norte de Santander,94.0,54
2020-05-09,Caldas,100.0,17
2020-05-09,Tolima,102.0,73
2020-05-09,Huila,147.0,41
2020-05-09,Risaralda,216.0,66
2020-05-09,Nariño,262.0,52
2020-05-09,Magdalena,264.0,47
2020-05-09,Cundinamarca,281.0,25
2020-05-09,Amazonas,433.0,91
2020-05-09,Antioquia,466.0,5
2020-05-09,Bolívar,582.0,13
2020-05-09,Meta,897.0,50
2020-05-09,Atlántico,909.0,8
2020-05-09,Valle del Cauca,1316.0,76
2020-05-09,Bogotá D.C.,4027.0,11
2020-05-10,Putumayo,1.0,86
2020-05-10,Sucre,4.0,70
2020-05-10,San Andrés y Providencia,6.0,88
2020-05-10,Caquetá,16.0,18
2020-05-10,Casanare,21.0,85
2020-05-10,La Guajira,27.0,44
2020-05-10,Chocó,28.0,27
2020-05-10,Córdoba,39.0,23
2020-05-10,Santander,42.0,68
2020-05-10,Cauca,47.0,19
2020-05-10,Quindío,67.0,63
2020-05-10,Boyacá,67.0,15
2020-05-10,Cesar,72.0,20
2020-05-10,Norte de Santander,99.0,54
2020-05-10,Caldas,100.0,17
2020-05-10,Tolima,129.0,73
2020-05-10,Huila,178.0,41
2020-05-10,Risaralda,216.0,66
2020-05-10,Magdalena,272.0,47
2020-05-10,Cundinamarca,286.0,25
2020-05-10,Nariño,296.0,52
2020-05-10,Antioquia,468.0,5
2020-05-10,Amazonas,527.0,91
2020-05-10,Bolívar,679.0,13
2020-05-10,Meta,922.0,50
2020-05-10,Atlántico,972.0,8
2020-05-10,Valle del Cauca,1327.0,76
2020-05-10,Bogotá D.C.,4154.0,11
2020-05-11,Putumayo,1.0,86
2020-05-11,Sucre,4.0,70
2020-05-11,San Andrés y Providencia,6.0,88
2020-05-11,Caquetá,16.0,18
2020-05-11,Casanare,21.0,85
2020-05-11,La Guajira,27.0,44
2020-05-11,Chocó,28.0,27
2020-05-11,Córdoba,39.0,23
2020-05-11,Santander,42.0,68
2020-05-11,Cauca,51.0,19
2020-05-11,Quindío,70.0,63
2020-05-11,Cesar,72.0,20
2020-05-11,Boyacá,77.0,15
2020-05-11,Norte de Santander,99.0,54
2020-05-11,Caldas,100.0,17
2020-05-11,Tolima,129.0,73
2020-05-11,Huila,179.0,41
2020-05-11,Risaralda,216.0,66
2020-05-11,Magdalena,285.0,47
2020-05-11,Cundinamarca,292.0,25
2020-05-11,Nariño,306.0,52
2020-05-11,Antioquia,474.0,5
2020-05-11,Amazonas,718.0,91
2020-05-11,Bolívar,742.0,13
2020-05-11,Meta,926.0,50
2020-05-11,Atlántico,1025.0,8
2020-05-11,Valle del Cauca,1363.0,76
2020-05-11,Bogotá D.C.,4304.0,11
2020-05-12,Arauca,1.0,81
2020-05-12,Putumayo,2.0,86
2020-05-12,Vaupés,2.0,97
2020-05-12,Sucre,4.0,70
2020-05-12,San Andrés y Providencia,15.0,88
2020-05-12,Caquetá,17.0,18
2020-05-12,Casanare,21.0,85
2020-05-12,La Guajira,28.0,44
2020-05-12,Chocó,35.0,27
2020-05-12,Santander,42.0,68
2020-05-12,Córdoba,42.0,23
2020-05-12,Cauca,53.0,19
2020-05-12,Quindío,70.0,63
2020-05-12,Cesar,72.0,20
2020-05-12,Boyacá,79.0,15
2020-05-12,Norte de Santander,104.0,54
2020-05-12,Caldas,104.0,17
2020-05-12,Tolima,132.0,73
2020-05-12,Huila,185.0,41
2020-05-12,Risaralda,216.0,66
2020-05-12,Magdalena,309.0,47
2020-05-12,Cundinamarca,310.0,25
2020-05-12,Nariño,338.0,52
2020-05-12,Antioquia,481.0,5
2020-05-12,Amazonas,743.0,91
2020-05-12,Bolívar,830.0,13
2020-05-12,Meta,935.0,50
2020-05-12,Atlántico,1127.0,8
2020-05-12,Valle del Cauca,1411.0,76
2020-05-12,Bogotá D.C.,4562.0,11
2020-05-13,Arauca,1.0,81
2020-05-13,Putumayo,2.0,86
2020-05-13,Sucre,4.0,70
2020-05-13,Vaupés,11.0,97
2020-05-13,San Andrés y Providencia,15.0,88
2020-05-13,Caquetá,19.0,18
2020-05-13,Casanare,25.0,85
2020-05-13,La Guajira,32.0,44
2020-05-13,Chocó,40.0,27
2020-05-13,Santander,42.0,68
2020-05-13,Córdoba,42.0,23
2020-05-13,Cauca,54.0,19
2020-05-13,Cesar,72.0,20
2020-05-13,Quindío,77.0,63
2020-05-13,Boyacá,87.0,15
2020-05-13,Norte de Santander,104.0,54
2020-05-13,Caldas,104.0,17
2020-05-13,Tolima,133.0,73
2020-05-13,Huila,186.0,41
2020-05-13,Risaralda,233.0,66
2020-05-13,Cundinamarca,314.0,25
2020-05-13,Magdalena,323.0,47
2020-05-13,Nariño,338.0,52
2020-05-13,Antioquia,491.0,5
2020-05-13,Amazonas,871.0,91
2020-05-13,Meta,938.0,50
2020-05-13,Bolívar,943.0,13
